PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
1628976,Wendell,Carter Jr.,Wendell Carter Jr.,"Carter Jr., Wendell",W. Carter Jr.,1999-04-16T00:00:00,Duke,USA,Duke University/USA,6-10,259,1,34,Center,Active,1610612741,Bulls,CHI,bulls,Chicago,wendell_carter_jr,2018,2019,N,Y,Y,2018,1,7
203487,Michael,Carter-Williams,Michael Carter-Williams,"Carter-Williams, Michael",M. Carter-Williams,1991-10-10T00:00:00,Syracuse,USA,Syracuse/USA,6-6,190,6,7,Guard,Active,1610612753,Magic,ORL,magic,Orlando,michael_carter-williams,2013,2019,N,Y,Y,2013,1,11
1627936,Alex,Caruso,Alex Caruso,"Caruso, Alex",A. Caruso,1994-02-28T00:00:00,Texas A&M,USA,Texas A&M/USA,6-5,186,2,4,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,alex_caruso,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
201956,Omri,Casspi,Omri Casspi,"Casspi, Omri",O. Casspi,1988-06-22T00:00:00,,Israel,HapoelIsraelGalilIsraelElyon/Israel,,,9,,,Inactive,0,,,,,omri_casspi,2009,2018,N,Y,Y,2009,1,23
1626161,Willie,Cauley-Stein,Willie Cauley-Stein,"Cauley-Stein, Willie",W. Cauley-Stein,1993-08-18T00:00:00,Kentucky,USA,Kentucky/USA,7-0,240,4,2,Center,Active,1610612744,Warriors,GSW,warriors,Golden State,willie_cauley-stein,2015,2019,N,Y,Y,2015,1,6
1628505,Troy,Caupain,Troy Caupain,"Caupain, Troy",T. Caupain,1995-11-29T00:00:00,Cincinnati,USA,Cincinnati/USA,6-4,210,1,10,Guard,Active,1610612757,Trail Blazers,POR,blazers,Portland,troy_caupain,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
1628463,Tyler,Cavanaugh,Tyler Cavanaugh,"Cavanaugh, Tyler",T. Cavanaugh,1994-02-09T00:00:00,George Washington,USA,George Washington/USA,6-9,238,2,34,Forward,Active,1610612762,Jazz,UTA,jazz,Utah,tyler_cavanaugh,2017,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
2199,Tyson,Chandler,Tyson Chandler,"Chandler, Tyson",T. Chandler,1982-10-02T00:00:00,No College,USA,Dominguez HS (CA)/USA,7-1,240,18,19,Center,Active,1610612745,Rockets,HOU,rockets,Houston,tyson_chandler,2001,2019,N,Y,Y,2001,1,2
201163,Wilson,Chandler,Wilson Chandler,"Chandler, Wilson",W. Chandler,1987-05-10T00:00:00,DePaul,USA,DePaul/USA,6-8,235,12,21,Forward,Active,1610612751,Nets,BKN,nets,Brooklyn,wilson_chandler,2007,2019,N,Y,Y,2007,1,23
1629147,Joe,Chealey,Joe Chealey,"Chealey, Joe",J. Chealey,1995-11-01T00:00:00,College of Charleston,USA,Charleston (SC)/USA,6-3,190,1,31,Guard,Active,1610612766,Hornets,CHA,hornets,Charlotte,joe_chealey,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
1629185,Chris,Chiozza,Chris Chiozza,"Chiozza, Chris",C. Chiozza,1995-11-21T00:00:00,Florida,USA,University of Florida/USA,6-0,176,1,9,Guard,Active,1610612764,Wizards,WAS,wizards,Washington,chris_chiozza,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
1627737,Marquese,Chriss,Marquese Chriss,"Chriss, Marquese",M. Chriss,1997-07-02T00:00:00,Washington,USA,Washington/USA,6-10,240,3,32,Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,marquese_chriss,2016,2019,N,Y,Y,2016,1,8
1629109,Gary,Clark,Gary Clark,"Clark, Gary",G. Clark,1994-11-16T00:00:00,Cincinnati,USA,University of Cincinnati/USA,6-8,225,1,6,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,gary_clark,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
203546,Ian,Clark,Ian Clark,"Clark, Ian",I. Clark,1991-03-07T00:00:00,Belmont,USA,Belmont University/USA,6-3,175,6,2,Guard,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,ian_clark,2013,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
203903,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,6-5,194,5,8,Guard,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,jordan_clarkson,2014,2019,Y,Y,Y,2014,2,46
1628381,John,Collins,John Collins,"Collins, John",J. Collins,1997-09-23T00:00:00,Wake Forest,USA,Wake Forest/USA,6-10,235,2,20,Forward,Active,1610612737,Hawks,ATL,hawks,Atlanta,john_collins,2017,2019,N,Y,Y,2017,1,19
1628380,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,7-0,235,2,33,Forward-Center,Active,1610612757,Trail Blazers,POR,blazers,Portland,zach_collins,2017,2019,N,Y,Y,2017,1,10
201954,Darren,Collison,Darren Collison,"Collison, Darren",D. Collison,1987-08-23T00:00:00,UCLA,USA,UCLA/USA,6-0,175,10,2,Guard,Active,1610612754,Pacers,IND,pacers,Indiana,darren_collison,2009,2018,N,Y,Y,2009,1,21
1629045,Bonzie,Colson,Bonzie Colson,"Colson, Bonzie",B. Colson,1996-01-12T00:00:00,Notre Dame,USA,Notre Dame/USA,6-6,225,1,50,Forward,Active,1610612749,Bucks,MIL,bucks,Milwaukee,bonzie_colson,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-1,175,12,10,Guard,Active,1610612762,Jazz,UTA,jazz,Utah,mike_conley,2007,2019,N,Y,Y,2007,1,4
1626192,Pat,Connaughton,Pat Connaughton,"Connaughton, Pat",P. Connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,6-4,209,4,24,Guard,Active,1610612749,Bucks,MIL,bucks,Milwaukee,pat_connaughton,2015,2019,N,Y,Y,2015,2,41
1626188,Quinn,Cook,Quinn Cook,"Cook, Quinn",Q. Cook,1993-03-23T00:00:00,Duke,USA,Duke/USA,6-2,179,3,2,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,quinn_cook,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
202326,DeMarcus,Cousins,DeMarcus Cousins,"Cousins, DeMarcus",D. Cousins,1990-08-13T00:00:00,Kentucky,USA,Kentucky/USA,6-11,270,9,15,Center,Active,1610612747,Lakers,LAL,lakers,Los Angeles,demarcus_cousins,2010,2019,N,Y,Y,2010,1,5
203496,Robert,Covington,Robert Covington,"Covington, Robert",R. Covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,6-9,225,6,33,Forward,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,robert_covington,2013,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
203459,Allen,Crabbe,Allen Crabbe,"Crabbe, Allen",A. Crabbe,1992-04-09T00:00:00,California,USA,California/USA,6-6,212,6,33,Guard-Forward,Active,1610612737,Hawks,ATL,hawks,Atlanta,allen_crabbe,2013,2019,Y,Y,Y,2013,2,31
1628470,Torrey,Craig,Torrey Craig,"Craig, Torrey",T. Craig,1990-12-19T00:00:00,South Carolina Upstate,USA,South Carolina Upstate/USA,6-7,215,2,3,Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,torrey_craig,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
2037,Jamal,Crawford,Jamal Crawford,"Crawford, Jamal",J. Crawford,1980-03-20T00:00:00,Michigan,USA,Michigan/USA,6-5,185,19,11,Guard,Active,1610612756,Suns,PHX,suns,Phoenix,jamal_crawford,2000,2018,N,Y,Y,2000,1,8
1628249,Mitchell,Creek,Mitchell Creek,"Creek, Mitchell",M. Creek,1992-04-27T00:00:00, ,Australia, Australia/Australia,6-6,225,1,55,Forward-Guard,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mitchell_creek,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
203109,Jae,Crowder,Jae Crowder,"Crowder, Jae",J. Crowder,1990-07-06T00:00:00,Marquette,USA,Marquette/USA,6-6,235,7,99,Forward,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,jae_crowder,2012,2019,Y,Y,Y,2012,2,34
201967,Dante,Cunningham,Dante Cunningham,"Cunningham, Dante",D. Cunningham,1987-04-22T00:00:00,Villanova,USA,Villanova/USA,6-8,230,10,33,Forward,Active,1610612759,Spurs,SAS,spurs,San Antonio,dante_cunningham,2009,2018,N,Y,Y,2009,2,33
203552,Seth,Curry,Seth Curry,"Curry, Seth",S. Curry,1990-08-23T00:00:00,Duke,USA,DukeUSA/USA,6-2,185,6,30,Guard,Active,1610612742,Mavericks,DAL,mavericks,Dallas,seth_curry,2013,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
201939,Stephen,Curry,Stephen Curry,"Curry, Stephen",S. Curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,6-3,190,10,30,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009,2019,N,Y,Y,2009,1,7
203584,Troy,Daniels,Troy Daniels,"Daniels, Troy",T. Daniels,1991-07-15T00:00:00,Va Commonwealth,USA,Virginia Commonwealth/USA,6-4,205,6,30,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,troy_daniels,2013,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,6-10,253,7,3,Forward-Center,Active,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_davis,2012,2019,N,Y,Y,2012,1,1
1627738,Deyonta,Davis,Deyonta Davis,"Davis, Deyonta",D. Davis,1996-12-02T00:00:00,Michigan State,USA,Michigan State/USA,,,3,,,Inactive,0,,,,,deyonta_davis,2016,2018,Y,Y,Y,2016,2,31
202334,Ed,Davis,Ed Davis,"Davis, Ed",E. Davis,1989-06-05T00:00:00,North Carolina,USA,North Carolina/USA,6-10,225,9,17,Center,Active,1610612762,Jazz,UTA,jazz,Utah,ed_davis,2010,2019,Y,Y,Y,2010,1,13
1629093,Tyler,Davis,Tyler Davis,"Davis, Tyler",T. Davis,1997-05-22T00:00:00,Texas A&M,USA, USA/USA,,,0,,,Inactive,0,,,,,tyler_davis,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
201942,DeMar,DeRozan,DeMar DeRozan,"DeRozan, DeMar",D. DeRozan,1989-08-07T00:00:00,USC,USA,USC/USA,6-7,220,10,10,Guard,Active,1610612759,Spurs,SAS,spurs,San Antonio,demar_derozan,2009,2019,N,Y,Y,2009,1,9
203473,Dewayne,Dedmon,Dewayne Dedmon,"Dedmon, Dewayne",D. Dedmon,1989-08-12T00:00:00,USC,USA,USC/USA,7-0,245,6,13,Center,Active,1610612758,Kings,SAC,kings,Sacramento,dewayne_dedmon,2013,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
1626155,Sam,Dekker,Sam Dekker,"Dekker, Sam",S. Dekker,1994-05-06T00:00:00,Wisconsin,USA,Wisconsin/USA,6-9,230,4,8,Forward,Active,1610612764,Wizards,WAS,wizards,Washington,sam_dekker,2015,2018,Y,Y,Y,2015,1,18
1629116,Angel,Delgado,Angel Delgado,"Delgado, Angel",A. Delgado,1994-11-20T00:00:00,Seton Hall,Dominican Republic,Dominican Republic/Dominican Republic,6-10,245,1,31,Center,Active,1610612746,Clippers,LAC,clippers,LA,angel_delgado,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
203521,Matthew,Dellavedova,Matthew Dellavedova,"Dellavedova, Matthew",M. Dellavedova,1990-09-08T00:00:00,St. Mary's (CA),Australia,St. Mary's (CA)/Australia,6-4,200,6,18,Guard,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,matthew_dellavedova,2013,2019,N,Y,Y,Undrafted,Undrafted,Undrafted
2736,Luol,Deng,Luol Deng,"Deng, Luol",L. Deng,1985-04-16T00:00:00,Duke,United Kingdom,Duke/United Kingdom,6-9,237,15,9,Forward,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,luol_deng,2004,2018,N,Y,Y,2004,1,7
1629094,Marcus,Derrickson,Marcus Derrickson,"Derrickson, Marcus",M. Derrickson,1996-02-01T00:00:00,Georgetown,USA,Georgetown University/USA,6-7,249,1,32,Forward,Active,1610612737,Hawks,ATL,hawks,Atlanta,marcus_derrickson,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
1628978,Donte,DiVincenzo,Donte DiVincenzo,"DiVincenzo, Donte",D. DiVincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova University/USA,6-4,203,1,0,Guard,Active,1610612749,Bucks,MIL,bucks,Milwaukee,donte_divincenzo,2018,2019,Y,Y,Y,2018,1,17
1627767,Cheick,Diallo,Cheick Diallo,"Diallo, Cheick",C. Diallo,1996-09-13T00:00:00,Kansas,Mali,Kansas/Mali,6-9,220,3,14,Forward-Center,Active,1610612756,Suns,PHX,suns,Phoenix,cheick_diallo,2016,2019,Y,Y,Y,2016,2,33
1628977,Hamidou,Diallo,Hamidou Diallo,"Diallo, Hamidou",H. Diallo,1998-07-31T00:00:00,Kentucky,USA,University of Kentucky/USA,6-5,202,1,6,Guard,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,hamidou_diallo,2018,2019,Y,Y,Y,2018,2,45
203476,Gorgui,Dieng,Gorgui Dieng,"Dieng, Gorgui",G. Dieng,1990-01-18T00:00:00,Louisville,Senegal,Louisville/Senegal,6-11,252,6,5,Center,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,gorgui_dieng,2013,2019,N,Y,Y,2013,1,21
203915,Spencer,Dinwiddie,Spencer Dinwiddie,"Dinwiddie, Spencer",S. Dinwiddie,1993-04-06T00:00:00,Colorado,USA,Colorado/USA,6-5,215,5,8,Guard,Active,1610612751,Nets,BKN,nets,Brooklyn,spencer_dinwiddie,2014,2019,Y,Y,Y,2014,2,38
1629029,Luka,Doncic,Luka Doncic,"Doncic, Luka",L. Doncic,1999-02-28T00:00:00, ,Slovenia,Slovenia/Slovenia,6-7,218,1,77,Forward-Guard,Active,1610612742,Mavericks,DAL,mavericks,Dallas,luka_don,2018,2019,N,Y,Y,2018,1,3
1628416,Tyler,Dorsey,Tyler Dorsey,"Dorsey, Tyler",T. Dorsey,1996-02-18T00:00:00,Oregon,USA,Oregon/USA,6-5,183,2,22,Guard,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,tyler_dorsey,2017,2018,Y,Y,Y,2017,2,41
1628422,Damyean,Dotson,Damyean Dotson,"Dotson, Damyean",D. Dotson,1994-05-06T00:00:00,Houston,USA,Houston/USA,6-6,210,2,21,Guard,Active,1610612752,Knicks,NYK,knicks,New York,damyean_dotson,2017,2019,Y,Y,Y,2017,2,44
1628408,PJ,Dozier,PJ Dozier,"Dozier, PJ",P. Dozier,1996-10-25T00:00:00,South Carolina,USA,South Carolina/USA,6-6,205,2,35,Guard-Forward,Active,1610612743,Nuggets,DEN,nuggets,Denver,pj_dozier,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
201609,Goran,Dragic,Goran Dragic,"Dragic, Goran",G. Dragic,1986-05-06T00:00:00, ,Slovenia,Union Olimpija/Slovenia/Slovenia,6-3,190,11,7,Guard,Active,1610612748,Heat,MIA,heat,Miami,goran_dragic,2008,2019,N,Y,Y,2008,2,45
203083,Andre,Drummond,Andre Drummond,"Drummond, Andre",A. Drummond,1993-08-10T00:00:00,Connecticut,USA,Connecticut/USA,6-11,279,7,0,Center,Active,1610612765,Pistons,DET,pistons,Detroit,andre_drummond,2012,2019,N,Y,Y,2012,1,9
201162,Jared,Dudley,Jared Dudley,"Dudley, Jared",J. Dudley,1985-07-10T00:00:00,Boston College,USA,Boston College/USA,6-7,237,12,10,Forward,Active,1610612747,Lakers,LAL,lakers,Los Angeles,jared_dudley,2007,2019,N,Y,Y,2007,1,22
1627739,Kris,Dunn,Kris Dunn,"Dunn, Kris",K. Dunn,1994-03-18T00:00:00,Providence,USA,Providence/USA,6-4,208,3,32,Guard,Active,1610612741,Bulls,CHI,bulls,Chicago,kris_dunn,2016,2019,N,Y,Y,2016,1,5
201142,Kevin,Durant,Kevin Durant,"Durant, Kevin",K. Durant,1988-09-29T00:00:00,Texas,USA,Texas/USA,6-10,240,12,7,Forward,Active,1610612751,Nets,BKN,nets,Brooklyn,kevin_durant,2007,2019,N,Y,Y,2007,1,2
1628979,Trevon,Duval,Trevon Duval,"Duval, Trevon",T. Duval,1998-08-03T00:00:00,Duke,USA,Duke/USA,6-2,189,1,0,Guard,Active,1610612745,Rockets,HOU,rockets,Houston,trevon_duval,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
1629053,Vincent,Edwards,Vincent Edwards,"Edwards, Vincent",V. Edwards,1996-04-05T00:00:00,Purdue,USA,Purdue University/USA,6-8,225,1,12,Forward,Active,1610612745,Rockets,HOU,rockets,Houston,vincent_edwards,2018,2018,Y,Y,Y,2018,2,52
1627740,Henry,Ellenson,Henry Ellenson,"Ellenson, Henry",H. Ellenson,1997-01-13T00:00:00,Marquette,USA,Marquette/USA,6-10,240,3,4,Forward-Center,Active,1610612751,Nets,BKN,nets,Brooklyn,henry_ellenson,2016,2019,Y,Y,Y,2016,1,18
201961,Wayne,Ellington,Wayne Ellington,"Ellington, Wayne",W. Ellington,1987-11-29T00:00:00,North Carolina,USA,North Carolina/USA,6-5,200,10,2,Guard,Active,1610612752,Knicks,NYK,knicks,New York,wayne_ellington,2009,2019,N,Y,Y,2009,1,28
203954,Joel,Embiid,Joel Embiid,"Embiid, Joel",J. Embiid,1994-03-16T00:00:00,Kansas,Cameroon,Kansas/Cameroon,7-0,250,5,21,Forward-Center,Active,1610612755,76ers,PHI,sixers,Philadelphia,joel_embiid,2014,2019,N,Y,Y,2014,1,3
203516,James,Ennis III,James Ennis III,"Ennis III, James",J. Ennis III,1990-07-01T00:00:00,Cal State-Long Beach,USA,Long Beach State/USA,6-7,210,5,11,Forward,Active,1610612755,76ers,PHI,sixers,Philadelphia,james_ennis iii,2014,2019,Y,Y,Y,2013,2,50
1629234,Drew,Eubanks,Drew Eubanks,"Eubanks, Drew",D. Eubanks,1997-02-01T00:00:00,Oregon State,USA, USA/USA,6-10,245,1,14,Forward,Active,1610612759,Spurs,SAS,spurs,San Antonio,drew_eubanks,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
1628980,Jacob,Evans,Jacob Evans,"Evans, Jacob",J. Evans,1997-06-18T00:00:00,Cincinnati,USA,University of Cincinnati/USA,6-6,210,1,10,Guard,Active,1610612744,Warriors,GSW,warriors,Golden State,jacob_evans,2018,2019,Y,Y,Y,2018,1,28
1628393,Jawun,Evans,Jawun Evans,"Evans, Jawun",J. Evans,1996-07-26T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-0,190,2,8,Guard,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,jawun_evans,2017,2018,Y,Y,Y,2017,2,39
201936,Tyreke,Evans,Tyreke Evans,"Evans, Tyreke",T. Evans,1989-09-19T00:00:00,Memphis,USA,Memphis/USA,,,9,,,Inactive,0,,,,,tyreke_evans,2009,2018,N,Y,Y,2009,1,4
203957,Dante,Exum,Dante Exum,"Exum, Dante",D. Exum,1995-07-13T00:00:00, ,Australia,Australia/Australia,6-6,190,5,11,Guard,Active,1610612762,Jazz,UTA,jazz,Utah,dante_exum,2014,2019,N,Y,Y,2014,1,5
202702,Kenneth,Faried,Kenneth Faried,"Faried, Kenneth",K. Faried,1989-11-19T00:00:00,Morehead State,USA,Morehead State/USA,6-8,220,8,35,Forward-Center,Active,1610612745,Rockets,HOU,rockets,Houston,kenneth_faried,2011,2018,N,Y,Y,2011,1,22
202324,Derrick,Favors,Derrick Favors,"Favors, Derrick",D. Favors,1991-07-15T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-10,265,9,22,Forward-Center,Active,1610612740,Pelicans,NOP,pelicans,New Orleans,derrick_favors,2010,2019,N,Y,Y,2010,1,3
1626245,Cristiano,Felicio,Cristiano Felicio,"Felicio, Cristiano",C. Felicio,1992-07-07T00:00:00, ,Brazil,Brazil/Brazil,6-10,280,4,6,Forward-Center,Active,1610612741,Bulls,CHI,bulls,Chicago,cristiano_felicio,2015,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
101109,Raymond,Felton,Raymond Felton,"Felton, Raymond",R. Felton,1984-06-26T00:00:00,North Carolina,USA,North Carolina/USA,6-1,205,14,2,Guard,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,raymond_felton,2005,2018,N,Y,Y,2005,1,5
1628390,Terrance,Ferguson,Terrance Ferguson,"Ferguson, Terrance",T. Ferguson,1998-05-17T00:00:00, ,USA,USA/USA,6-7,190,2,23,Guard,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,terrance_ferguson,2017,2019,Y,Y,Y,2017,1,21
1627812,Yogi,Ferrell,Yogi Ferrell,"Ferrell, Yogi",Y. Ferrell,1993-05-09T00:00:00,Indiana,USA,Indiana/USA,6-0,180,3,3,Guard,Active,1610612758,Kings,SAC,kings,Sacramento,yogi_ferrell,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
1627827,Dorian,Finney-Smith,Dorian Finney-Smith,"Finney-Smith, Dorian",D. Finney-Smith,1993-05-04T00:00:00,Florida,USA,Florida/USA,6-8,220,3,10,Forward,Active,1610612742,Mavericks,DAL,mavericks,Dallas,dorian_finney-smith,2016,2019,N,Y,Y,Undrafted,Undrafted,Undrafted
1627854,Bryn,Forbes,Bryn Forbes,"Forbes, Bryn",B. Forbes,1993-07-23T00:00:00,Michigan State,USA,Michigan State/USA,6-3,190,3,11,Guard,Active,1610612759,Spurs,SAS,spurs,San Antonio,bryn_forbes,2016,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
203095,Evan,Fournier,Evan Fournier,"Fournier, Evan",E. Fournier,1992-10-29T00:00:00, ,France,Poitiers Basket 86/France,6-7,205,7,10,Guard-Forward,Active,1610612753,Magic,ORL,magic,Orlando,evan_fournier,2012,2019,N,Y,Y,2012,1,20
1628368,De'Aaron,Fox,De'Aaron Fox,"Fox, De'Aaron",D. Fox,1997-12-20T00:00:00,Kentucky,USA,Kentucky/USA,6-3,185,2,5,Guard,Active,1610612758,Kings,SAC,kings,Sacramento,de'aaron_fox,2017,2019,N,Y,Y,2017,1,5
204025,Tim,Frazier,Tim Frazier,"Frazier, Tim",T. Frazier,1990-11-01T00:00:00,Penn State,USA,Penn StateUSA/USA,6-1,170,5,12,Guard,Active,1610612765,Pistons,DET,pistons,Detroit,tim_frazier,2014,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
1628982,Melvin,Frazier Jr.,Melvin Frazier Jr.,"Frazier Jr., Melvin",M. Frazier Jr.,1996-08-30T00:00:00,Tulane,USA,Tulane University/USA,6-6,200,1,35,Guard-Forward,Active,1610612753,Magic,ORL,magic,Orlando,melvin_frazier_jr,2018,2019,Y,Y,Y,2018,2,35
202690,Jimmer,Fredette,Jimmer Fredette,"Fredette, Jimmer",J. Fredette,1989-02-25T00:00:00,Brigham Young,USA,Brigham Young/USA,6-2,195,7,32,Guard,Active,1610612758,Kings,SAC,kings,Sacramento,jimmer_fredette,2011,2018,Y,Y,Y,2011,1,10
101112,Channing,Frye,Channing Frye,"Frye, Channing",C. Frye,1983-05-17T00:00:00,Arizona,USA,Arizona/USA,7-0,255,14,9,Forward-Center,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,channing_frye,2005,2018,N,Y,Y,2005,1,8
1628365,Markelle,Fultz,Markelle Fultz,"Fultz, Markelle",M. Fultz,1998-05-29T00:00:00,Washington,USA,Washington/USA,6-4,200,2,20,Guard,Active,1610612753,Magic,ORL,magic,Orlando,markelle_fultz,2017,2019,N,Y,Y,2017,1,1
201568,Danilo,Gallinari,Danilo Gallinari,"Gallinari, Danilo",D. Gallinari,1988-08-08T00:00:00, ,Italy,Olimpia Milano/Italy,6-10,233,11,8,Forward,Active,1610612760,Thunder,OKC,thunder,Oklahoma City,danilo_gallinari,2008,2019,N,Y,Y,2008,1,6
204038,Langston,Galloway,Langston Galloway,"Galloway, Langston",L. Galloway,1991-12-09T00:00:00,"St. Joseph's, PA",USA,St. Joseph's (PA)USA/USA,6-2,200,5,9,Guard,Active,1610612765,Pistons,DET,pistons,Detroit,langston_galloway,2014,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
1628656,Billy,Garrett,Billy Garrett,"Garrett, Billy",B. Garrett,1994-10-16T00:00:00,DePaul,USA,DePaul/USA,6-6,215,1,3,Guard-Forward,Active,1610612752,Knicks,NYK,knicks,New York,billy_garrett,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
201188,Marc,Gasol,Marc Gasol,"Gasol, Marc",M. Gasol,1985-01-29T00:00:00, ,Spain,FC Barcelona/Spain,7-1,255,11,33,Center,Active,1610612761,Raptors,TOR,raptors,Toronto,marc_gasol,2008,2019,N,Y,Y,2007,2,48
2200,Pau,Gasol,Pau Gasol,"Gasol, Pau",P. Gasol,1980-07-06T00:00:00, ,Spain,FC BarcelonaSpain/Spain,7-0,250,18,16,Forward-Center,Active,1610612757,Trail Blazers,POR,blazers,Portland,pau_gasol,2001,2019,N,Y,Y,2001,1,3
200752,Rudy,Gay,Rudy Gay,"Gay, Rudy",R. Gay,1986-08-17T00:00:00,Connecticut,USA,Connecticut/USA,6-8,230,13,22,Forward,Active,1610612759,Spurs,SAS,spurs,San Antonio,rudy_gay,2006,2019,N,Y,Y,2006,1,8
202331,Paul,George,Paul George,"George, Paul",P. George,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-9,220,9,13,Forward,Active,1610612746,Clippers,LAC,clippers,LA,paul_george,2010,2019,N,Y,Y,2010,1,10
1626780,Jonathan,Gibson,Jonathan Gibson,"Gibson, Jonathan",J. Gibson,1987-11-08T00:00:00,New Mexico State,USA,New Mexico State/USA,6-2,185,3,3,Guard,Active,1610612742,Mavericks,DAL,mavericks,Dallas,jonathan_gibson,2016,2018,N,Y,Y,Undrafted,Undrafted,Undrafted
201959,Taj,Gibson,Taj Gibson,"Gibson, Taj",T. Gibson,1985-06-24T00:00:00,USC,USA,USC/USA,6-9,232,10,67,Forward,Active,1610612752,Knicks,NYK,knicks,New York,taj_gibson,2009,2019,N,Y,Y,2009,1,26
1628385,Harry,Giles III,Harry Giles III,"Giles III, Harry",H. Giles III,1998-04-22T00:00:00,Duke,USA,Duke/USA,6-10,240,2,20,Forward-Center,Active,1610612758,Kings,SAC,kings,Sacramento,harry_giles,2017,2019,Y,Y,Y,2017,1,20
